,sentence,extract
1705,"Figure 19 and 18(a) show the crack initiation area of Al-7Si-0.6Mg alloy, and the cracks are likely to initiate from the π-phase intermetallic.",1
1706,Microstructure evolution and fracture mechanism of H13 steel during high temperature tensile deformation,0
1707,"In addition, aging strengthening was conduced to restrain the fracture of the grain boundary which was induced by the abundant remaining undissolved phases.Additionally, the PFZ also influenced the mechanical properties of the alloy owing to its prior deformation under loading conditions.",1
1708,"They point out that the strengthening particles in this alloy - namely Al3(Sc,Zr) phase - have a high thermal stability; thus, they do not coarsen and/or dissolve at temperatures up to 550 degC.",1
1709,This is explained by the high number density of the θ''-phase and the strong strengthening associated with coherent stress fields.,0
1710,"Solution treatment of the AlSi12Cu4Ni2 alloy at 500degC during 4h results in the partial dissolution and, consequently, morphological evolution of the Al2Cu phase from irregular blocky particles to sponge-like structures, while the morphology of Fe- and Ni-rich aluminides remains practically unaffected (Fig. 2 and Fig. 3).",0
1711,"So, the uniform distribution of hard phase causes the superior increase in yield strength and ultimate strength which are 86% and 34%, respectively.",0
1712,"To design Al-Si alloys with controlled primary Si and Fe-bearing phases, it is of fundamental importance to understand the phase relation and thermodynamic properties of Al-Si alloys.",0
1713,"As a result, finger-like shape Al5Fe2 phase layers can be formed by a solid state phase transformation.",0
1714,"Wang J, Song P, Huang S, et al. High-strength and good-ductility Mg-RE-Zn-Mn magnesium alloy with long-period stacking ordered phase.",0
1715,It has also been revealed that the nano-phase composite prepared by ball milling exhibits superior properties [9-11].,0
1716,Bertolino et al. [38] indicated that ZrSi2 and ZrSi were the major silicide phases synthesized from direct combustion of the Zr/Si powder compacts with Si-rich compositions.,0
1717,"It is demonstrated that the β-phases also provide a shortcut for cracks propagation, particular in the case of interaction between two (or more) β-phases.",0
1718,This implies that the failure occurred in Al3Mg2 phase that is harder than the Al12Mg17 phase.,1
1719,"The dimensions, volume fraction and spatial distribution of the precipitates in each crystal were carefully measured by means of transmission electron microscopy, while the initial critical resolved shear stress and the hardening in different orientations were obtained from the micropillar tests, providing an unique data set to establish the relationship between the precipitate structure and the mechanical properties.",0
1720,"Des., 2016, 90, p 478-487Article Google Scholar 13.K.",0
1721,"Although the strength of materials decreased slightly, the impact toughness of materials significantly increased due to the positive effect of the intragranular equilibrium η phase.",1
1722,The influence of spray deposition process on the refinement of silicon phase and the tribological performance of hyper-eutectic Al-Si alloys is reported in this work.,0
1723,"The surface shape factor of Si phase in the alloy is 0.8, which represents that Si phase exists in the form of ellipsoidal particles without faceted edges.",0
1724,The structure of an ingot surface free from white deposit is visually distinguished a greater perfection of the oxide film (Fig. 7a) and a smaller amount of acicular phase.,0
1725,"As a result of increasing cold compaction pressure, the porosity and Mg phase decreased, while the hardness and Mg17Al12 phase increased.",0
1726,Schematic diagram of the experimental process and method of the ICP test,0
1727,"It is well known that other four alloy systems, including Mg-Ca-Zn [68, 69], Mg-Nd-Zn [70], Mg-Gd-Zn [71] and Mg-Gd-Ag [72], also have basal plate precipitates as their main hardening phases.",1
1728,"The formation of GPI, GPII (θ''), θ', or θ phases in Al-Cu alloys depends strongly on the precipitation temperature and/or aging time.",0
1729,"The below equation governs the contribution from solid solution strengthening to the strength improvement (Tellkamp, Lavernia, and Melmed 2001):(2) Δσss=HCn(2) where H (7 MPa) is the increase in strength of Al by addition of Cu per weight percent (Shanmugasundaram et al. 2009), C is the mass fraction of Cu in weight percent, and n is a constant equal to 1.",0
1730,"In the field of MEMS, aluminum nitride (AlN) in the wurtzite phase is an important functional material due to its piezoelectricity.",0
1731,The maximal rate of the electrolyte impurities removal is observed at 945 degS.,0
1732,Powder samples (~15 mg) were contained in 4 mm OD quartz tubes.,0
1733,"However, the alumina scale formed on NiAl tends to spall off rapidly under thermal cycling conditions due to the interfacial voids and rumpling, leading to the detrimental failure of the alumina scale.",0
1734,"The presence of the α-Fe, and Mg and Cu phases in the former also improved the matrix stiffness and resistance to crack propagation.",1
1735,"Therefore, significant improvements in the mechanical properties of simultaneously-modified eutectic Si and primary Si phases can delay premature failure.",0
1736,"2700 mAh cm-3, normalized to Al) for the formation of the β-phase (LiAl) alloy,2 which is about three times higher than the current state-of-the-art graphite anodes.",0
1737,The increase in YS and UTS of spray-formed alloy directly correlates with refined grain microstructure and distribution of Al2Cu (Fig. 6b) phase particles.,1
1738,"AlFe3 and AlFe phases have a higher iron content, and therefore their wear resistance is better.",1
1739,Microhardness is mainly influenced by strengthening precipitates namely GPB zones and intragranular S'(S) phases.,1
1740,Both superelastic Fe-based alloy systems are strengthened by the formation of coherent precipitates that impede the matrix from being plastically deformed during loading and therefore promote good superelastic properties (Ref 8).,0
1741,"The cohesive energy will decrease when the η phase dissolves in the matrix, which can accelerate the increase of CTE.",0
1742,"The detected EDS data indicated the bright white phase was θ phase (Al2Cu), and the dark white one was S phase (Al2CuMg), which distributed in the black α-Al matrix.",0
1743,The formation of Fe-Zn phases at the interfacial regions of braze bead-mild in the samples was also confirmed through the EDX analysis.Analysis of Nano-hardness of the WeldsHigh hardness at the interfacial areas of 6061 Al-mild steel and braze bead-6061 Al in the samples was due to the formation of a high volume fraction of intermetallic phases at their respective weld zones.,0
1744,"""Natural aging reduces the amount of available sites for heterogeneous nucleation of β"""" phase and it is considered as detrimental for tensile properties.1 IntroductionAdditive manufacturing (AM) processes allow fabricating complex parts starting from 3D digital models by direct or layer-wise addition of material.""",1
1745,Variation in compressive stress of the foams as a function of foaming agent content,0
1746,"However, when the content of nanoparticles reaches a certain range, the Ag-Zn phases will lower interfacial bonding capacity.",1
1747,"$$ (6) Initial and boundary conditions are given as follows:$$ \mathrm{IC}:t=0,\forall \left(z,r\right),T={T}_0 $$ (7) $$ \left(\mathrm{BCs}\right):t>0,z=0,\left\{\begin{array}{c}-{\kappa}_T\frac{\partial T}{\partial z}=q(r),\kern0.5em for\ 0{r}_g\end{array}\right.",0
1748,"The commercial applications of AZ series (Mg-Al-Zn) alloys are also limited because their mechanical properties are reduced by the discontinuous and coarse Mg17Al12 phases in the interdendritic eutectic region (Ref 10, 11).",1
1749,"al. showed that Cu46Zr47Al7 bulk metallic glass composite with a distribution of reinforced martensitic type CuZr phase yields at 1733 MPa, fails at 1964 MPa and exhibits a plastic strain of 3.7% [21].",0
